,real,predict
2018-02-21,90.00001,
2018-02-22,89.73601,
2018-02-23,89.883,
2018-02-26,89.853,
2018-02-27,90.355,
2018-02-28,90.61301,
2018-03-01,90.32401,
2018-03-02,89.93500999999999,
2018-03-05,90.08,
2018-03-06,89.618,
2018-03-07,89.637,
2018-03-08,90.179,
2018-03-09,90.09299999999999,
2018-03-12,89.895,
2018-03-13,89.664,
2018-03-14,89.704,
2018-03-15,90.13901,
2018-03-16,90.23299999999999,
2018-03-19,89.76501,
2018-03-20,90.37100000000001,
2018-03-21,89.78299999999999,
2018-03-22,89.85700000000001,
2018-03-23,89.436,
2018-03-26,89.027,
2018-03-27,89.37200000000001,
2018-03-28,90.05801,
2018-03-29,90.15100000000001,
2018-03-30,89.97399999999999,
2018-04-02,90.052,
2018-04-03,90.2,
2018-04-04,90.14201,
2018-04-05,90.46001,
2018-04-06,90.10799999999999,
2018-04-09,89.83801,
2018-04-10,89.58700999999999,
2018-04-11,89.568,
2018-04-12,89.75101,
2018-04-13,89.8,
2018-04-16,89.425,
2018-04-17,89.51601,
2018-04-18,89.62299999999999,
2018-04-19,89.94,
2018-04-20,90.316,
2018-04-23,90.94601,
2018-04-24,90.76601,
2018-04-25,91.17200000000001,
2018-04-26,91.561,
2018-04-27,91.54201,
2018-04-30,91.84100000000001,
2018-05-01,92.44901,
2018-05-02,92.512,
2018-05-03,92.414,
2018-05-04,92.566,
2018-05-07,92.74901,
2018-05-08,93.12,
2018-05-09,93.04,
2018-05-10,92.65,
2018-05-11,92.537,
2018-05-14,92.58700999999999,
2018-05-15,93.219,
2018-05-16,93.39201,
2018-05-17,93.469,
2018-05-18,93.637,
2018-05-21,93.677,
2018-05-22,93.609,
2018-05-23,94.00301,
2018-05-24,93.775,
2018-05-25,94.25299999999999,
2018-05-28,94.41799999999999,
2018-05-29,94.82,
2018-05-30,94.069,
2018-05-31,93.979,
2018-06-01,94.156,
2018-06-04,94.038,
2018-06-05,93.876,
2018-06-06,93.61399999999999,
2018-06-07,93.435,
2018-06-08,93.535,
2018-06-11,93.60799999999999,
2018-06-12,93.818,
2018-06-13,93.544,
2018-06-14,94.87899999999999,
2018-06-15,94.788,
2018-06-18,94.756,
2018-06-19,95.01299999999999,
2018-06-20,95.124,
2018-06-21,94.86200000000001,
2018-06-22,94.52,
2018-06-25,94.289,
2018-06-26,94.676,
2018-06-27,95.29,
2018-06-28,95.31200000000001,
2018-06-29,94.47,
2018-07-02,94.87100000000001,
2018-07-03,94.59100000000001,
2018-07-04,94.531,
2018-07-05,94.395,
2018-07-06,93.963,
2018-07-09,94.07700000000001,
2018-07-10,94.15799999999999,
2018-07-11,94.719,
2018-07-12,94.82700000000001,
2018-07-13,94.677,
2018-07-16,94.51100000000001,
2018-07-17,94.985,
2018-07-18,95.085,
2018-07-19,95.164,
2018-07-20,94.476,
2018-07-23,94.632,
2018-07-24,94.613,
2018-07-25,94.23299999999999,
2018-07-26,94.785,
2018-07-27,94.669,
2018-07-30,94.348,
2018-07-31,94.554,
2018-08-01,94.661,
2018-08-02,95.17,
2018-08-03,95.161,
2018-08-06,95.35799999999999,
2018-08-07,95.186,
2018-08-08,95.09200000000001,
2018-08-09,95.50401,
2018-08-10,96.35700000000001,
2018-08-13,96.39101,
2018-08-14,96.73100000000001,
2018-08-15,96.69601,
2018-08-16,96.645,
2018-08-17,96.10101,
2018-08-20,95.9,
2018-08-21,95.256,
2018-08-22,95.146,
2018-08-23,95.66601,
2018-08-24,95.146,
2018-08-27,94.77901,
2018-08-28,94.72,
2018-08-29,94.60001,
2018-08-30,94.72301,
2018-08-31,95.14001,
2018-09-03,95.14001,
2018-09-04,95.439,
2018-09-05,95.18401,
2018-09-06,95.021,
2018-09-07,95.36501,
2018-09-10,95.15,
2018-09-11,95.24901,
2018-09-12,94.79899999999999,
2018-09-13,94.51801,
2018-09-14,94.927,
2018-09-17,94.49600000000001,
2018-09-18,94.64001,
2018-09-19,94.537,
2018-09-20,93.912,
2018-09-21,94.22,
2018-09-24,94.18500999999999,
2018-09-25,94.133,
2018-09-26,94.193,
2018-09-27,94.89399999999999,
2018-09-28,95.132,
2018-10-01,95.29799999999999,
2018-10-02,95.507,
2018-10-03,95.762,
2018-10-04,95.75101,
2018-10-05,95.62401,
2018-10-08,95.76100000000001,
2018-10-09,95.66801,
2018-10-10,95.508,
2018-10-11,95.01701,
2018-10-12,95.22100999999999,
2018-10-15,95.05901,
2018-10-16,95.04799999999999,
2018-10-17,95.575,
2018-10-18,95.9,
2018-10-19,95.71301,
2018-10-22,96.01301,
2018-10-23,95.96101,
2018-10-24,96.43401,
2018-10-25,96.679,
2018-10-26,96.359,
2018-10-29,96.579,
2018-10-30,97.01100000000001,
2018-10-31,97.12701,
2018-11-01,96.27701,
2018-11-02,96.54201,
2018-11-05,96.27901,
2018-11-06,96.31700000000001,
2018-11-07,95.99700000000001,
2018-11-08,96.72400999999999,
2018-11-09,96.90501,
2018-11-12,97.54201,
2018-11-13,97.303,
2018-11-14,96.803,
2018-11-15,96.927,
2018-11-16,96.465,
2018-11-19,96.193,
2018-11-20,96.83601,
2018-11-21,96.71200999999999,
2018-11-22,96.71200999999999,
2018-11-23,96.91601,
2018-11-26,97.07401,
2018-11-27,97.369,
2018-11-28,96.786,
2018-11-29,96.77801,
2018-11-30,97.272,
2018-12-03,97.04,
2018-12-04,96.965,
2018-12-05,97.07001,
2018-12-06,96.81000999999999,
2018-12-07,96.51401,
2018-12-10,97.219,
2018-12-11,97.38801,
2018-12-12,97.04401,
2018-12-13,97.064,
2018-12-14,97.44301,
2018-12-17,97.10001,
2018-12-18,97.104,
2018-12-19,97.035,
2018-12-20,96.27600000000001,
2018-12-21,96.956,
2018-12-24,96.553,
2018-12-25,96.581,
2018-12-26,97.05,
2018-12-27,96.48100000000001,
2018-12-28,96.40201,
2018-12-31,96.17299999999999,
2019-01-01,96.085,
2019-01-02,96.81900999999999,
2019-01-03,96.30501,
2019-01-04,96.179,
2019-01-07,95.66601,
2019-01-08,95.90301,
2019-01-09,95.219,
2019-01-10,95.539,
2019-01-11,95.67000999999999,
2019-01-14,95.61001,
2019-01-15,96.039,
2019-01-16,96.05901,
2019-01-17,96.065,
2019-01-18,96.33601,
2019-01-21,96.33601,
2019-01-22,96.303,
2019-01-23,96.12299999999999,
2019-01-24,96.60101,
2019-01-25,95.79401,
2019-01-28,95.74600000000001,
2019-01-29,95.82101,
2019-01-30,95.34,
2019-01-31,95.57799999999999,
2019-02-01,95.579,
2019-02-04,95.85200999999999,
2019-02-05,96.06700000000001,
2019-02-06,96.39001,
2019-02-07,96.507,
2019-02-08,96.637,
2019-02-11,97.05700999999999,
2019-02-12,96.70900999999999,
2019-02-13,97.12901,
2019-02-14,96.978,
2019-02-15,96.90401,
2019-02-18,96.90401,
2019-02-19,96.52,
2019-02-20,96.454,
2019-02-21,96.605,
2019-02-22,96.507,
2019-02-25,96.413,
2019-02-26,96.00301,
2019-02-27,96.15401,
2019-02-28,96.15701,
2019-03-01,96.52701,
2019-03-04,96.68200999999999,
2019-03-05,96.866,
2019-03-06,96.87299999999999,
2019-03-07,97.66701,
2019-03-08,97.30601,
2019-03-11,97.215,
2019-03-12,96.93500999999999,
2019-03-13,96.55,
2019-03-14,96.785,
2019-03-15,96.595,
2019-03-18,96.524,
2019-03-19,96.383,
2019-03-20,95.76100000000001,
2019-03-21,96.495,
2019-03-22,96.65100000000001,
2019-03-25,96.566,
2019-03-26,96.73601,
2019-03-27,96.774,
2019-03-28,97.20200000000001,
2019-03-29,97.28399999999999,
2019-04-01,97.23200000000001,
2019-04-02,97.36101,
2019-04-03,97.09100000000001,
2019-04-04,97.30801,
2019-04-05,97.395,
2019-04-08,97.05,
2019-04-09,97.006,
2019-04-10,96.94601,
2019-04-11,97.177,
2019-04-12,96.97201,
2019-04-15,96.94200000000001,
2019-04-16,97.04301,
2019-04-17,97.009,
2019-04-18,97.47400999999999,
2019-04-19,97.37799999999999,
2019-04-22,97.287,
2019-04-23,97.63600000000001,
2019-04-24,98.17299999999999,
2019-04-25,98.20299999999999,
2019-04-26,98.006,
2019-04-29,97.85700000000001,
2019-04-30,97.479,
2019-05-01,97.686,
2019-05-02,97.83201,
2019-05-03,97.52,
2019-05-06,97.51501,
2019-05-07,97.62801,
2019-05-08,97.62299999999999,
2019-05-09,97.37299999999999,
2019-05-10,97.33,
2019-05-13,97.31900999999999,
2019-05-14,97.52600000000001,
2019-05-15,97.56900999999999,
2019-05-16,97.855,
2019-05-17,97.995,
2019-05-20,97.93301,
2019-05-21,98.06200000000001,
2019-05-22,98.04101,
2019-05-23,97.85600000000001,
2019-05-24,97.61301,
2019-05-27,97.61301,
2019-05-28,97.95200000000001,
2019-05-29,98.14399999999999,
2019-05-30,98.14201,
2019-05-31,97.75001,
2019-06-03,97.14201,
2019-06-04,97.07200999999999,
2019-06-05,97.32001,
2019-06-06,97.04401,
2019-06-07,96.54401,
2019-06-10,96.76100000000001,
2019-06-11,96.686,
2019-06-12,97.00001,
2019-06-13,97.01301,
2019-06-14,97.57200999999999,
2019-06-17,97.55801,
2019-06-18,97.64399999999999,
2019-06-19,97.117,
2019-06-20,96.62901,
2019-06-21,96.22,
2019-06-24,95.98,
2019-06-25,96.14001,
2019-06-26,96.214,
2019-06-27,96.19400999999999,
2019-06-28,96.13,
2019-07-01,96.844,
2019-07-02,96.72601,
2019-07-03,96.76801,
2019-07-04,96.76801,
2019-07-05,97.286,
2019-07-08,97.384,
2019-07-09,97.48901,
2019-07-10,97.104,
2019-07-11,97.05,
2019-07-12,96.81000999999999,
2019-07-15,96.93301,
2019-07-16,97.395,
2019-07-17,97.22301,
2019-07-18,96.79401,
2019-07-19,97.15100000000001,
2019-07-22,97.257,
2019-07-23,97.705,
2019-07-24,97.729,
2019-07-25,97.81801,
2019-07-26,98.01,
2019-07-29,98.04401,
2019-07-30,98.05,
2019-07-31,98.51601,
2019-08-01,98.369,
2019-08-02,98.07401,
2019-08-05,97.522,
2019-08-06,97.63,
2019-08-07,97.54401,
2019-08-08,97.618,
2019-08-09,97.491,
2019-08-12,97.38,
2019-08-13,97.81200000000001,
2019-08-14,97.98701,
2019-08-15,98.14399999999999,
2019-08-16,98.14201,
2019-08-19,98.34701,
2019-08-20,98.19,
2019-08-21,98.29500999999999,
2019-08-22,98.17000999999999,
2019-08-23,97.64001,
2019-08-26,98.081,
2019-08-27,97.99901,
2019-08-28,98.21001,
2019-08-29,98.507,
2019-08-30,98.91601,
2019-09-02,98.91601,
2019-09-03,99.00001,
2019-09-04,98.45100000000001,
2019-09-05,98.414,
2019-09-06,98.39399999999999,
2019-09-09,98.28101,
2019-09-10,98.32600000000001,
2019-09-11,98.645,
2019-09-12,98.30901,
2019-09-13,98.257,
2019-09-16,98.61001,
2019-09-17,98.26100000000001,
2019-09-18,98.561,
2019-09-19,98.272,
2019-09-20,98.51301,
2019-09-23,98.59900999999999,
2019-09-24,98.33700999999999,
2019-09-25,99.037,
2019-09-26,99.132,
2019-09-27,99.109,
2019-09-30,99.37701,
2019-10-01,99.12801,
2019-10-02,99.01899999999999,
2019-10-03,98.86401,
2019-10-04,98.80801,
2019-10-07,98.96700000000001,
2019-10-08,99.133,
2019-10-09,99.118,
2019-10-10,98.70100000000001,
2019-10-11,98.301,
2019-10-14,98.454,
2019-10-15,98.288,
2019-10-16,98.00201,
2019-10-17,97.60700000000001,
2019-10-18,97.28201,
2019-10-21,97.32799999999999,
2019-10-22,97.52600000000001,
2019-10-23,97.491,
2019-10-24,97.631,
2019-10-25,97.831,
2019-10-28,97.76401,
2019-10-29,97.69,
2019-10-30,97.646,
2019-10-31,97.35200999999999,
2019-11-01,97.23901,
2019-11-04,97.505,
2019-11-05,97.98299999999999,
2019-11-06,97.95200000000001,
2019-11-07,98.14301,
2019-11-08,98.353,
2019-11-11,98.2,
2019-11-12,98.30901,
2019-11-13,98.37299999999999,
2019-11-14,98.163,
2019-11-15,97.99901,
2019-11-18,97.79401,
2019-11-19,97.85600000000001,
2019-11-20,97.93401,
2019-11-21,97.993,
2019-11-22,98.27,
2019-11-25,98.32301,
2019-11-26,98.25201,
2019-11-27,98.37,
2019-11-28,98.37,
2019-11-29,98.273,
2019-12-02,97.85600000000001,
2019-12-03,97.73701,
2019-12-04,97.648,
2019-12-05,97.41,
2019-12-06,97.7,
2019-12-09,97.64399999999999,
2019-12-10,97.413,
2019-12-11,97.07799999999999,
2019-12-12,97.397,
2019-12-13,97.17200000000001,
2019-12-16,97.01899999999999,
2019-12-17,97.22201,
2019-12-18,97.4,
2019-12-19,97.37901,
2019-12-20,97.69,
2019-12-23,97.65799999999999,
2019-12-24,97.65401,
2019-12-25,97.632,
2019-12-26,97.53399999999999,
2019-12-27,96.91901,
2019-12-30,96.74001,
2019-12-31,96.38901,
2020-01-01,96.445,
2020-01-02,96.84600999999999,
2020-01-03,96.83801,
2020-01-06,96.67101,
2020-01-07,97.005,
2020-01-08,97.29899999999999,
2020-01-09,97.45,
2020-01-10,97.35600000000001,
2020-01-13,97.345,
2020-01-14,97.37200000000001,
2020-01-15,97.229,
2020-01-16,97.32001,
2020-01-17,97.60600000000001,
2020-01-20,97.60600000000001,
2020-01-21,97.53101,
2020-01-22,97.52701,
2020-01-23,97.69301,
2020-01-24,97.853,
2020-01-27,97.956,
2020-01-28,98.01801,
2020-01-29,97.991,
2020-01-30,97.867,
2020-01-31,97.39001,
2020-02-03,97.8,
2020-02-04,97.96101,
2020-02-05,98.301,
2020-02-06,98.49600000000001,
2020-02-07,98.68401,
2020-02-10,98.83201,
2020-02-11,98.72100999999999,
2020-02-12,99.04899999999999,
2020-02-13,99.06700000000001,
2020-02-14,99.12401,
2020-02-17,99.00301,
2020-02-18,99.44,
2020-02-19,99.705,
2020-02-20,99.86501,
2020-02-21,99.262,
2020-02-24,99.359,
2020-02-25,98.96799999999999,
2020-02-26,98.99600000000001,
2020-02-27,98.508,
2020-02-28,98.132,
2020-03-02,97.36001,
2020-03-03,97.15301,
2020-03-04,97.33601,
2020-03-05,96.82001,
2020-03-06,95.95100000000001,
2020-03-09,94.895,
2020-03-10,96.414,
2020-03-11,96.507,
2020-03-12,97.46799999999999,
2020-03-13,98.74901,
2020-03-16,98.06900999999999,
2020-03-17,99.575,
2020-03-18,101.16,
2020-03-19,102.755,
2020-03-20,102.81700000000001,
2020-03-23,102.48700000000001,
2020-03-24,102.039,
2020-03-25,101.05,
2020-03-26,99.35200999999999,
2020-03-27,98.36501,
2020-03-30,99.18101,
2020-03-31,99.04799999999999,
2020-04-01,99.67299999999999,
2020-04-02,100.18,
2020-04-03,100.57600000000001,
2020-04-06,100.685,
2020-04-07,99.9,
2020-04-08,100.119,
2020-04-09,99.51701,
2020-04-10,99.48200000000001,
2020-04-13,99.34801,
2020-04-14,98.887,
2020-04-15,99.46101,
2020-04-16,100.025,
2020-04-17,99.78201,
2020-04-20,99.955,
2020-04-21,100.258,
2020-04-22,100.38799999999999,
2020-04-23,100.43299999999999,
2020-04-24,100.38,
2020-04-27,100.041,
2020-04-28,99.86501,
2020-04-29,99.565,
2020-04-30,99.01601,
2020-05-01,99.079,
2020-05-04,99.484,
2020-05-05,99.70900999999999,
2020-05-06,100.09100000000001,
2020-05-07,99.88901,
2020-05-08,99.734,
2020-05-11,100.236,
2020-05-12,99.93301,
2020-05-13,100.242,
2020-05-14,100.46600000000001,
2020-05-15,100.402,
2020-05-18,99.66501,
2020-05-19,99.37100000000001,
2020-05-20,99.12401,
2020-05-21,99.37,
2020-05-22,99.86301,
2020-05-25,99.86301,
2020-05-26,98.90799999999999,
2020-05-27,99.06200000000001,
2020-05-28,98.383,
2020-05-29,98.344,
2020-06-01,97.83,
2020-06-02,97.67299999999999,
2020-06-03,97.27600000000001,
2020-06-04,96.677,
2020-06-05,96.93700000000001,
2020-06-08,96.618,
2020-06-09,96.32401,
2020-06-10,95.95900999999999,
2020-06-11,96.73299999999999,
2020-06-12,97.31900999999999,
2020-06-15,96.706,
2020-06-16,96.95801,
2020-06-17,97.15799999999999,
2020-06-18,97.42101,
2020-06-19,97.62299999999999,
2020-06-22,97.039,
2020-06-23,96.646,
2020-06-24,97.148,
2020-06-25,97.429,
2020-06-26,97.43301,
2020-06-29,97.536,
2020-06-30,97.39101,
2020-07-01,97.19601,
2020-07-02,97.31700000000001,
2020-07-03,97.17200000000001,
2020-07-06,96.72501,
2020-07-07,96.881,
2020-07-08,96.428,
2020-07-09,96.7,
2020-07-10,96.65201,
2020-07-13,96.464,
2020-07-14,96.259,
2020-07-15,96.081,
2020-07-16,96.34600999999999,
2020-07-17,95.94200000000001,
2020-07-20,95.83201,
2020-07-21,95.117,
2020-07-22,94.98801,
2020-07-23,94.69200000000001,
2020-07-24,94.43500999999999,
2020-07-27,93.66801,
2020-07-28,93.69601,
2020-07-29,93.45299999999999,
2020-07-30,93.021,
2020-07-31,93.34900999999999,
2020-08-03,93.54201,
2020-08-04,93.382,
2020-08-05,92.868,
2020-08-06,92.788,
2020-08-07,93.43500999999999,
2020-08-10,93.58200000000001,
2020-08-11,93.62801,
2020-08-12,93.443,
2020-08-13,93.33501,
2020-08-14,93.096,
2020-08-17,92.85101,
2020-08-18,92.271,
2020-08-19,92.887,
2020-08-20,92.79301,
2020-08-21,93.24700000000001,
2020-08-24,93.29799999999999,
2020-08-25,93.01899999999999,
2020-08-26,93.006,
2020-08-27,93.00101,
2020-08-28,92.37100000000001,
2020-08-31,92.14399999999999,
2020-09-01,92.33801,
2020-09-02,92.84701,
2020-09-03,92.73901,
2020-09-04,92.719,
2020-09-07,92.719,
2020-09-08,93.44501,
2020-09-09,93.255,
2020-09-10,93.33601,
2020-09-11,93.33301,
2020-09-14,93.052,
2020-09-15,93.05,
2020-09-16,93.214,
2020-09-17,92.97,
2020-09-18,92.926,
2020-09-21,93.65601,
2020-09-22,93.98801,
2020-09-23,94.38901,
2020-09-24,94.354,
2020-09-25,94.64201,
2020-09-28,94.27801,
2020-09-29,93.89101,
2020-09-30,93.88600000000001,
2020-10-01,93.71101,
2020-10-02,93.844,
2020-10-05,93.51301,
2020-10-06,93.686,
2020-10-07,93.63,
2020-10-08,93.605,
2020-10-09,93.05700999999999,
2020-10-12,93.065,
2020-10-13,93.53101,
2020-10-14,93.382,
2020-10-15,93.85600000000001,
2020-10-16,93.68200999999999,
2020-10-19,93.427,
2020-10-20,93.06700000000001,
2020-10-21,92.61101,
2020-10-22,92.95100000000001,
2020-10-23,92.76801,
2020-10-26,93.04500999999999,
2020-10-27,92.94,
2020-10-28,93.40501,
2020-10-29,93.955,
2020-10-30,94.038,
2020-11-02,94.12901,
2020-11-03,93.553,
2020-11-04,93.40701,
2020-11-05,92.525,
2020-11-06,92.229,
2020-11-09,92.72501,
2020-11-10,92.74901,
2020-11-11,93.04301,
2020-11-12,92.96301,
2020-11-13,92.755,
2020-11-16,92.64201,
2020-11-17,92.41601,
2020-11-18,92.316,
2020-11-19,92.29401,
2020-11-20,92.39201,
2020-11-23,92.505,
2020-11-24,92.22601,
2020-11-25,91.994,
2020-11-26,91.994,
2020-11-27,91.79,
2020-11-30,91.869,
2020-12-01,91.31299999999999,
2020-12-02,91.118,
2020-12-03,90.714,
2020-12-04,90.70100000000001,
2020-12-07,90.79201,
2020-12-08,90.965,
2020-12-09,91.08700999999999,
2020-12-10,90.82401,
2020-12-11,90.97601,
2020-12-14,90.71101,
2020-12-15,90.47301,
2020-12-16,90.45,
2020-12-17,89.82200999999999,
2020-12-18,90.01601,
2020-12-21,90.04301,
2020-12-22,90.65401,
2020-12-23,90.413,
2020-12-24,90.32301,
2020-12-25,90.223,
2020-12-28,90.33700999999999,
2020-12-29,89.994,
2020-12-30,89.68001,
2020-12-31,89.93700000000001,
2021-01-04,89.869,
2021-01-05,89.436,
2021-01-06,89.53001,
2021-01-07,89.82600000000001,
2021-01-08,90.09801,
2021-01-11,90.465,
2021-01-12,90.09299999999999,
2021-01-13,90.355,
2021-01-14,90.23901,
2021-01-15,90.772,
2021-01-18,90.76501,
2021-01-19,90.49799999999999,
2021-01-20,90.47501,
2021-01-21,90.131,
2021-01-22,90.23801,
2021-01-25,90.39101,
2021-01-26,90.17000999999999,
2021-01-27,90.647,
2021-01-28,90.455,
2021-01-29,90.58400999999999,
2021-02-01,90.98,
2021-02-02,91.19700999999999,
2021-02-03,91.17101,
2021-02-04,91.52901,
2021-02-05,91.04201,
2021-02-08,90.93401,
2021-02-09,90.439,
2021-02-10,90.37100000000001,
2021-02-11,90.41701,
2021-02-12,90.48,
2021-02-15,90.48,
2021-02-16,90.509,
2021-02-17,90.95100000000001,
2021-02-18,90.59200000000001,
2021-02-19,90.36401,
2021-02-22,90.01,
2021-02-23,90.16901,
2021-02-24,90.176,
2021-02-25,90.134,
2021-02-26,90.87901,
2021-03-01,91.039,
2021-03-02,90.785,
2021-03-03,90.94700999999999,
2021-03-04,91.631,
2021-03-05,91.97700999999999,
2021-03-08,92.31299999999999,
2021-03-09,91.95801,
2021-03-10,91.82301,
2021-03-11,91.42000999999999,
2021-03-12,91.679,
2021-03-15,91.83301,
2021-03-16,91.86501,
2021-03-17,91.44200000000001,
2021-03-18,91.86201,
2021-03-19,91.91901,
2021-03-22,91.742,
2021-03-23,92.33601,
2021-03-24,92.52801,
2021-03-25,92.848,
2021-03-26,92.76601,
2021-03-29,92.94400999999999,
2021-03-30,93.29700000000001,
2021-03-31,93.23200000000001,
2021-04-01,92.929,
2021-04-02,93.022,
2021-04-05,92.595,
2021-04-06,92.33501,
2021-04-07,92.455,
2021-04-08,92.05901,
2021-04-09,92.163,
2021-04-12,92.13801,
2021-04-13,91.85200999999999,
2021-04-14,91.69,
2021-04-15,91.671,
2021-04-16,91.55601,
2021-04-19,91.06900999999999,
2021-04-20,91.241,
2021-04-21,91.15501,
2021-04-22,91.33301,
2021-04-23,90.859,
2021-04-26,90.80700999999999,
2021-04-27,90.90899999999999,
2021-04-28,90.609,
2021-04-29,90.61401,
2021-04-30,91.28001,
2021-05-03,90.94501,
2021-05-04,91.288,
2021-05-05,91.30801,
2021-05-06,90.95100000000001,
2021-05-07,90.23299999999999,
2021-05-10,90.21200999999999,
2021-05-11,90.14101,
2021-05-12,90.71301,
2021-05-13,90.75201,
2021-05-14,90.32101,
2021-05-17,90.164,
2021-05-18,89.75001,
2021-05-19,90.191,
2021-05-20,89.80801,
2021-05-21,90.01701,
2021-05-24,89.844,
2021-05-25,89.63901,
2021-05-26,90.04201,
2021-05-27,89.971,
2021-05-28,90.03101,
2021-05-31,89.829,
2021-06-01,89.831,
2021-06-02,89.90899999999999,
2021-06-03,90.512,
2021-06-04,90.13600000000001,
2021-06-07,89.95,
2021-06-08,90.07600000000001,
2021-06-09,90.12,
2021-06-10,90.075,
2021-06-11,90.55501,
2021-06-14,90.522,
2021-06-15,90.536,
2021-06-16,91.12901,
2021-06-17,91.88901,
2021-06-18,92.22501,
2021-06-21,91.899,
2021-06-22,91.756,
2021-06-23,91.802,
2021-06-24,91.814,
2021-06-25,91.85101,
2021-06-28,91.887,
2021-06-29,92.04899999999999,
2021-06-30,92.436,
2021-07-01,92.59701,
2021-07-02,92.22601,
2021-07-05,92.21200999999999,
2021-07-06,92.54601,
2021-07-07,92.64399999999999,
2021-07-08,92.41701,
2021-07-09,92.13,
2021-07-12,92.26100000000001,
2021-07-13,92.75201,
2021-07-14,92.41,
2021-07-15,92.62401,
2021-07-16,92.68700000000001,
2021-07-19,92.89101,
2021-07-20,92.97301,
2021-07-21,92.75401,
2021-07-22,92.82200999999999,
2021-07-23,92.912,
2021-07-26,92.649,
2021-07-27,92.43200999999999,
2021-07-28,92.32200999999999,
2021-07-29,91.86401,
2021-07-30,92.17399999999999,
2021-08-02,92.04799999999999,
2021-08-03,92.081,
2021-08-04,92.27,
2021-08-05,92.244,
2021-08-06,92.8,
2021-08-09,92.94501,
2021-08-10,93.05501,
2021-08-11,92.92200000000001,
2021-08-12,93.035,
2021-08-13,92.51801,
2021-08-16,92.62801,
2021-08-17,93.13,
2021-08-18,93.13600000000001,
2021-08-19,93.568,
2021-08-20,93.49600000000001,
2021-08-23,92.95801,
2021-08-24,92.89301,
2021-08-25,92.825,
2021-08-26,93.06200000000001,
2021-08-27,92.686,
2021-08-30,92.65301,
2021-08-31,92.62601,
2021-09-01,92.44901,
2021-09-02,92.22501,
2021-09-03,92.035,
2021-09-06,92.035,
2021-09-07,92.512,
2021-09-08,92.65301,
2021-09-09,92.479,
2021-09-10,92.58200000000001,
2021-09-13,92.675,
2021-09-14,92.62299999999999,
2021-09-15,92.54799999999999,
2021-09-16,92.93200999999999,
2021-09-17,93.19501,
2021-09-20,93.27600000000001,
2021-09-21,93.204,
2021-09-22,93.46200999999999,
2021-09-23,93.085,
2021-09-24,93.32700000000001,
2021-09-27,93.383,
2021-09-28,93.76601,
2021-09-29,94.33801,
2021-09-30,94.23,
2021-10-01,94.035,
2021-10-04,93.77600000000001,
2021-10-05,93.97501,
2021-10-06,94.26601,
2021-10-07,94.21700000000001,
2021-10-08,94.06700000000001,
2021-10-11,94.316,
2021-10-12,94.51601,
2021-10-13,94.08,
2021-10-14,93.956,
2021-10-15,93.93700000000001,
2021-10-18,93.95299999999999,
2021-10-19,93.734,
2021-10-20,93.55801,
2021-10-21,93.77,
2021-10-22,93.64201,
2021-10-25,93.81299999999999,
2021-10-26,93.94901,
2021-10-27,93.802,
2021-10-28,93.345,
2021-10-29,94.12299999999999,
2021-11-01,93.87901,
2021-11-02,94.09,
2021-11-03,93.86401,
2021-11-04,94.34701,
2021-11-05,94.32001,
2021-11-08,94.04899999999999,
2021-11-09,93.955,
2021-11-10,94.85001,
2021-11-11,95.178,
2021-11-12,95.12801,
2021-11-15,95.40701,
2021-11-16,95.915,
2021-11-17,95.82799999999999,
2021-11-18,95.54401,
2021-11-19,96.03101,
2021-11-22,96.54799999999999,
2021-11-23,96.491,
2021-11-24,96.87501,
2021-11-25,96.774,
2021-11-26,96.089,
2021-11-29,96.34100000000001,
2021-11-30,95.994,
2021-12-01,96.02801,
2021-12-02,96.15601,
2021-12-03,96.117,
2021-12-06,96.32799999999999,
2021-12-07,96.369,
2021-12-08,95.89399999999999,
2021-12-09,96.271,
2021-12-10,96.09701,
2021-12-13,96.31700000000001,
2021-12-14,96.57101,
2021-12-15,96.51100000000001,
2021-12-16,96.04201,
2021-12-17,96.565,
2021-12-20,96.551,
2021-12-21,96.491,
2021-12-22,96.07600000000001,
2021-12-23,96.01899999999999,
2021-12-27,96.09299999999999,
2021-12-28,96.20200000000001,
2021-12-29,95.929,
2021-12-30,95.96799999999999,
2021-12-31,95.67,
2022-01-03,96.21301,
2022-01-04,96.262,
2022-01-05,96.17101,
2022-01-06,96.32001,
2022-01-07,95.719,
2022-01-10,95.991,
2022-01-11,95.62401,
2022-01-12,94.915,
2022-01-13,94.79,
2022-01-14,95.165,
2022-01-17,95.258,
2022-01-18,95.73200000000001,
2022-01-19,95.51,
2022-01-20,95.73501,
2022-01-21,95.64201,
2022-01-24,95.91801,
2022-01-25,95.94801,
2022-01-26,96.478,
2022-01-27,97.255,
2022-01-28,97.27,
2022-01-31,96.54,
2022-02-01,96.385,
2022-02-02,95.936,
2022-02-03,95.37901,
2022-02-04,95.48501,
2022-02-07,95.399,
2022-02-08,95.64301,
2022-02-09,95.494,
2022-02-10,95.553,
2022-02-11,96.08201,
2022-02-14,96.37401,
2022-02-15,95.98901,
2022-02-16,95.70100000000001,
2022-02-17,95.8,
2022-02-18,96.04301,
2022-02-21,96.07799999999999,
2022-02-22,96.025,
2022-02-23,96.19,
2022-02-24,97.137,
2022-02-25,96.61501,
2022-02-28,96.70701,
2022-03-01,97.40899999999999,
2022-03-02,97.385,
2022-03-03,97.785,
